,,,,,soft_scc,soft_non
  UT: Daggett County (49009),2010-2013,female,65+,b,0,0
  UT: Davis County (49011),2000-2004,male,0-44,nhw,0,14
  UT: Davis County (49011),2000-2004,male,0-44,hw,0,0
  UT: Davis County (49011),2000-2004,male,0-44,b,0,0
  UT: Davis County (49011),2000-2004,male,45-64,nhw,0,6
  UT: Davis County (49011),2000-2004,male,45-64,hw,0,0
  UT: Davis County (49011),2000-2004,male,45-64,b,0,0
  UT: Davis County (49011),2000-2004,male,65+,nhw,0,4
  UT: Davis County (49011),2000-2004,male,65+,hw,0,0
  UT: Davis County (49011),2000-2004,male,65+,b,0,0
  UT: Davis County (49011),2000-2004,female,0-44,nhw,0,6
  UT: Davis County (49011),2000-2004,female,0-44,hw,0,0
  UT: Davis County (49011),2000-2004,female,0-44,b,0,0
  UT: Davis County (49011),2000-2004,female,45-64,nhw,0,6
  UT: Davis County (49011),2000-2004,female,45-64,hw,0,0
  UT: Davis County (49011),2000-2004,female,45-64,b,0,0
  UT: Davis County (49011),2000-2004,female,65+,nhw,1,7
  UT: Davis County (49011),2000-2004,female,65+,hw,0,0
  UT: Davis County (49011),2000-2004,female,65+,b,0,0
  UT: Davis County (49011),2005-2009,male,0-44,nhw,0,9
  UT: Davis County (49011),2005-2009,male,0-44,hw,0,0
  UT: Davis County (49011),2005-2009,male,0-44,b,0,0
  UT: Davis County (49011),2005-2009,male,45-64,nhw,0,4
  UT: Davis County (49011),2005-2009,male,45-64,hw,0,0
  UT: Davis County (49011),2005-2009,male,45-64,b,0,0
  UT: Davis County (49011),2005-2009,male,65+,nhw,0,7
  UT: Davis County (49011),2005-2009,male,65+,hw,0,0
  UT: Davis County (49011),2005-2009,male,65+,b,0,0
  UT: Davis County (49011),2005-2009,female,0-44,nhw,0,14
  UT: Davis County (49011),2005-2009,female,0-44,hw,0,0
  UT: Davis County (49011),2005-2009,female,0-44,b,0,0
  UT: Davis County (49011),2005-2009,female,45-64,nhw,0,7
  UT: Davis County (49011),2005-2009,female,45-64,hw,0,0
  UT: Davis County (49011),2005-2009,female,45-64,b,0,0
  UT: Davis County (49011),2005-2009,female,65+,nhw,0,5
  UT: Davis County (49011),2005-2009,female,65+,hw,0,0
  UT: Davis County (49011),2005-2009,female,65+,b,0,0
  UT: Davis County (49011),2010-2013,male,0-44,nhw,0,11
  UT: Davis County (49011),2010-2013,male,0-44,hw,0,0
  UT: Davis County (49011),2010-2013,male,0-44,b,0,0
  UT: Davis County (49011),2010-2013,male,45-64,nhw,0,7
  UT: Davis County (49011),2010-2013,male,45-64,hw,0,0
  UT: Davis County (49011),2010-2013,male,45-64,b,0,0
  UT: Davis County (49011),2010-2013,male,65+,nhw,0,7
  UT: Davis County (49011),2010-2013,male,65+,hw,0,0
  UT: Davis County (49011),2010-2013,male,65+,b,0,0
  UT: Davis County (49011),2010-2013,female,0-44,nhw,0,8
  UT: Davis County (49011),2010-2013,female,0-44,hw,0,0
  UT: Davis County (49011),2010-2013,female,0-44,b,0,0
  UT: Davis County (49011),2010-2013,female,45-64,nhw,0,3
  UT: Davis County (49011),2010-2013,female,45-64,hw,0,0
  UT: Davis County (49011),2010-2013,female,45-64,b,0,0
  UT: Davis County (49011),2010-2013,female,65+,nhw,0,3
  UT: Davis County (49011),2010-2013,female,65+,hw,0,0
  UT: Davis County (49011),2010-2013,female,65+,b,0,0
  UT: Duchesne County (49013),2000-2004,male,0-44,nhw,0,0
  UT: Duchesne County (49013),2000-2004,male,0-44,hw,0,0
  UT: Duchesne County (49013),2000-2004,male,0-44,b,0,0
  UT: Duchesne County (49013),2000-2004,male,45-64,nhw,0,0
  UT: Duchesne County (49013),2000-2004,male,45-64,hw,0,0
  UT: Duchesne County (49013),2000-2004,male,45-64,b,0,0
  UT: Duchesne County (49013),2000-2004,male,65+,nhw,0,0
  UT: Duchesne County (49013),2000-2004,male,65+,hw,0,0
  UT: Duchesne County (49013),2000-2004,male,65+,b,0,0
  UT: Duchesne County (49013),2000-2004,female,0-44,nhw,0,1
  UT: Duchesne County (49013),2000-2004,female,0-44,hw,0,0
  UT: Duchesne County (49013),2000-2004,female,0-44,b,0,0
  UT: Duchesne County (49013),2000-2004,female,45-64,nhw,0,0
  UT: Duchesne County (49013),2000-2004,female,45-64,hw,0,0
  UT: Duchesne County (49013),2000-2004,female,45-64,b,0,0
  UT: Duchesne County (49013),2000-2004,female,65+,nhw,0,0
  UT: Duchesne County (49013),2000-2004,female,65+,hw,0,0
  UT: Duchesne County (49013),2000-2004,female,65+,b,0,0
  UT: Duchesne County (49013),2005-2009,male,0-44,nhw,0,0
  UT: Duchesne County (49013),2005-2009,male,0-44,hw,0,1
  UT: Duchesne County (49013),2005-2009,male,0-44,b,0,0
  UT: Duchesne County (49013),2005-2009,male,45-64,nhw,0,0
  UT: Duchesne County (49013),2005-2009,male,45-64,hw,0,0
  UT: Duchesne County (49013),2005-2009,male,45-64,b,0,0
  UT: Duchesne County (49013),2005-2009,male,65+,nhw,0,0
  UT: Duchesne County (49013),2005-2009,male,65+,hw,0,0
  UT: Duchesne County (49013),2005-2009,male,65+,b,0,0
  UT: Duchesne County (49013),2005-2009,female,0-44,nhw,0,1
  UT: Duchesne County (49013),2005-2009,female,0-44,hw,0,0
  UT: Duchesne County (49013),2005-2009,female,0-44,b,0,0
  UT: Duchesne County (49013),2005-2009,female,45-64,nhw,0,0
  UT: Duchesne County (49013),2005-2009,female,45-64,hw,0,0
  UT: Duchesne County (49013),2005-2009,female,45-64,b,0,0
  UT: Duchesne County (49013),2005-2009,female,65+,nhw,0,0
  UT: Duchesne County (49013),2005-2009,female,65+,hw,0,0
  UT: Duchesne County (49013),2005-2009,female,65+,b,0,0
  UT: Duchesne County (49013),2010-2013,male,0-44,nhw,0,0
  UT: Duchesne County (49013),2010-2013,male,0-44,hw,0,0
  UT: Duchesne County (49013),2010-2013,male,0-44,b,0,0
  UT: Duchesne County (49013),2010-2013,male,45-64,nhw,0,0
  UT: Duchesne County (49013),2010-2013,male,45-64,hw,0,0
  UT: Duchesne County (49013),2010-2013,male,45-64,b,0,0
  UT: Duchesne County (49013),2010-2013,male,65+,nhw,0,0
  UT: Duchesne County (49013),2010-2013,male,65+,hw,0,0
  UT: Duchesne County (49013),2010-2013,male,65+,b,0,0
  UT: Duchesne County (49013),2010-2013,female,0-44,nhw,0,0
  UT: Duchesne County (49013),2010-2013,female,0-44,hw,0,0
  UT: Duchesne County (49013),2010-2013,female,0-44,b,0,0
  UT: Duchesne County (49013),2010-2013,female,45-64,nhw,0,0
  UT: Duchesne County (49013),2010-2013,female,45-64,hw,0,0
  UT: Duchesne County (49013),2010-2013,female,45-64,b,0,0
  UT: Duchesne County (49013),2010-2013,female,65+,nhw,0,0
  UT: Duchesne County (49013),2010-2013,female,65+,hw,0,0
  UT: Duchesne County (49013),2010-2013,female,65+,b,0,0
  UT: Emery County (49015),2000-2004,male,0-44,nhw,0,0
  UT: Emery County (49015),2000-2004,male,0-44,hw,0,0
  UT: Emery County (49015),2000-2004,male,0-44,b,0,0
  UT: Emery County (49015),2000-2004,male,45-64,nhw,0,0
  UT: Emery County (49015),2000-2004,male,45-64,hw,0,0
  UT: Emery County (49015),2000-2004,male,45-64,b,0,0
  UT: Emery County (49015),2000-2004,male,65+,nhw,0,0
  UT: Emery County (49015),2000-2004,male,65+,hw,0,0
  UT: Emery County (49015),2000-2004,male,65+,b,0,0
  UT: Emery County (49015),2000-2004,female,0-44,nhw,0,0
  UT: Emery County (49015),2000-2004,female,0-44,hw,0,0
  UT: Emery County (49015),2000-2004,female,0-44,b,0,0
  UT: Emery County (49015),2000-2004,female,45-64,nhw,0,0
  UT: Emery County (49015),2000-2004,female,45-64,hw,0,0
  UT: Emery County (49015),2000-2004,female,45-64,b,0,0
  UT: Emery County (49015),2000-2004,female,65+,nhw,0,0
  UT: Emery County (49015),2000-2004,female,65+,hw,0,0
  UT: Emery County (49015),2000-2004,female,65+,b,0,0
  UT: Emery County (49015),2005-2009,male,0-44,nhw,0,1
  UT: Emery County (49015),2005-2009,male,0-44,hw,0,0
  UT: Emery County (49015),2005-2009,male,0-44,b,0,0
  UT: Emery County (49015),2005-2009,male,45-64,nhw,0,0
  UT: Emery County (49015),2005-2009,male,45-64,hw,0,0
  UT: Emery County (49015),2005-2009,male,45-64,b,0,0
  UT: Emery County (49015),2005-2009,male,65+,nhw,0,0
  UT: Emery County (49015),2005-2009,male,65+,hw,0,0
  UT: Emery County (49015),2005-2009,male,65+,b,0,0
  UT: Emery County (49015),2005-2009,female,0-44,nhw,0,0
  UT: Emery County (49015),2005-2009,female,0-44,hw,0,0
  UT: Emery County (49015),2005-2009,female,0-44,b,0,0
  UT: Emery County (49015),2005-2009,female,45-64,nhw,0,0
  UT: Emery County (49015),2005-2009,female,45-64,hw,0,0
  UT: Emery County (49015),2005-2009,female,45-64,b,0,0
  UT: Emery County (49015),2005-2009,female,65+,nhw,0,0
  UT: Emery County (49015),2005-2009,female,65+,hw,0,0
  UT: Emery County (49015),2005-2009,female,65+,b,0,0
  UT: Emery County (49015),2010-2013,male,0-44,nhw,0,0
  UT: Emery County (49015),2010-2013,male,0-44,hw,0,0
  UT: Emery County (49015),2010-2013,male,0-44,b,0,0
  UT: Emery County (49015),2010-2013,male,45-64,nhw,0,0
  UT: Emery County (49015),2010-2013,male,45-64,hw,0,0
  UT: Emery County (49015),2010-2013,male,45-64,b,0,0
  UT: Emery County (49015),2010-2013,male,65+,nhw,0,2
  UT: Emery County (49015),2010-2013,male,65+,hw,0,0
  UT: Emery County (49015),2010-2013,male,65+,b,0,0
  UT: Emery County (49015),2010-2013,female,0-44,nhw,0,0
  UT: Emery County (49015),2010-2013,female,0-44,hw,0,0
  UT: Emery County (49015),2010-2013,female,0-44,b,0,0
  UT: Emery County (49015),2010-2013,female,45-64,nhw,0,0
  UT: Emery County (49015),2010-2013,female,45-64,hw,0,0
  UT: Emery County (49015),2010-2013,female,45-64,b,0,0
  UT: Emery County (49015),2010-2013,female,65+,nhw,0,0
  UT: Emery County (49015),2010-2013,female,65+,hw,0,0
  UT: Emery County (49015),2010-2013,female,65+,b,0,0
  UT: Garfield County (49017),2000-2004,male,0-44,nhw,0,0
  UT: Garfield County (49017),2000-2004,male,0-44,hw,0,0
  UT: Garfield County (49017),2000-2004,male,0-44,b,0,0
  UT: Garfield County (49017),2000-2004,male,45-64,nhw,0,0
  UT: Garfield County (49017),2000-2004,male,45-64,hw,0,0
  UT: Garfield County (49017),2000-2004,male,45-64,b,0,0
  UT: Garfield County (49017),2000-2004,male,65+,nhw,0,0
  UT: Garfield County (49017),2000-2004,male,65+,hw,0,0
  UT: Garfield County (49017),2000-2004,male,65+,b,0,0
  UT: Garfield County (49017),2000-2004,female,0-44,nhw,0,0
  UT: Garfield County (49017),2000-2004,female,0-44,hw,0,0
  UT: Garfield County (49017),2000-2004,female,0-44,b,0,0
  UT: Garfield County (49017),2000-2004,female,45-64,nhw,0,1
  UT: Garfield County (49017),2000-2004,female,45-64,hw,0,0
  UT: Garfield County (49017),2000-2004,female,45-64,b,0,0
  UT: Garfield County (49017),2000-2004,female,65+,nhw,0,0
  UT: Garfield County (49017),2000-2004,female,65+,hw,0,0
  UT: Garfield County (49017),2000-2004,female,65+,b,0,0
  UT: Garfield County (49017),2005-2009,male,0-44,nhw,0,0
  UT: Garfield County (49017),2005-2009,male,0-44,hw,0,0
  UT: Garfield County (49017),2005-2009,male,0-44,b,0,0
  UT: Garfield County (49017),2005-2009,male,45-64,nhw,0,0
  UT: Garfield County (49017),2005-2009,male,45-64,hw,0,0
  UT: Garfield County (49017),2005-2009,male,45-64,b,0,0
  UT: Garfield County (49017),2005-2009,male,65+,nhw,0,0
  UT: Garfield County (49017),2005-2009,male,65+,hw,0,0
  UT: Garfield County (49017),2005-2009,male,65+,b,0,0
  UT: Garfield County (49017),2005-2009,female,0-44,nhw,0,0
  UT: Garfield County (49017),2005-2009,female,0-44,hw,0,0
  UT: Garfield County (49017),2005-2009,female,0-44,b,0,0
  UT: Garfield County (49017),2005-2009,female,45-64,nhw,0,0
  UT: Garfield County (49017),2005-2009,female,45-64,hw,0,0
  UT: Garfield County (49017),2005-2009,female,45-64,b,0,0
  UT: Garfield County (49017),2005-2009,female,65+,nhw,0,0
  UT: Garfield County (49017),2005-2009,female,65+,hw,0,0
  UT: Garfield County (49017),2005-2009,female,65+,b,0,0
  UT: Garfield County (49017),2010-2013,male,0-44,nhw,0,1
  UT: Garfield County (49017),2010-2013,male,0-44,hw,0,0
  UT: Garfield County (49017),2010-2013,male,0-44,b,0,0
  UT: Garfield County (49017),2010-2013,male,45-64,nhw,0,0
  UT: Garfield County (49017),2010-2013,male,45-64,hw,0,0
  UT: Garfield County (49017),2010-2013,male,45-64,b,0,0
  UT: Garfield County (49017),2010-2013,male,65+,nhw,0,0
  UT: Garfield County (49017),2010-2013,male,65+,hw,0,0
  UT: Garfield County (49017),2010-2013,male,65+,b,0,0
  UT: Garfield County (49017),2010-2013,female,0-44,nhw,0,0
  UT: Garfield County (49017),2010-2013,female,0-44,hw,0,0
  UT: Garfield County (49017),2010-2013,female,0-44,b,0,0
  UT: Garfield County (49017),2010-2013,female,45-64,nhw,0,0
  UT: Garfield County (49017),2010-2013,female,45-64,hw,0,0
  UT: Garfield County (49017),2010-2013,female,45-64,b,0,0
  UT: Garfield County (49017),2010-2013,female,65+,nhw,0,0
  UT: Garfield County (49017),2010-2013,female,65+,hw,0,0
  UT: Garfield County (49017),2010-2013,female,65+,b,0,0
  UT: Grand County (49019),2000-2004,male,0-44,nhw,0,0
  UT: Grand County (49019),2000-2004,male,0-44,hw,0,0
