,,,,,eye_scc,eye_non
  KY: Knox County (21121),2005-2009,female,65+,b,0,0
  KY: Knox County (21121),2010-2013,male,0-44,nhw,0,0
  KY: Knox County (21121),2010-2013,male,0-44,hw,0,0
  KY: Knox County (21121),2010-2013,male,0-44,b,0,0
  KY: Knox County (21121),2010-2013,male,45-64,nhw,0,1
  KY: Knox County (21121),2010-2013,male,45-64,hw,0,0
  KY: Knox County (21121),2010-2013,male,45-64,b,0,0
  KY: Knox County (21121),2010-2013,male,65+,nhw,0,0
  KY: Knox County (21121),2010-2013,male,65+,hw,0,0
  KY: Knox County (21121),2010-2013,male,65+,b,0,0
  KY: Knox County (21121),2010-2013,female,0-44,nhw,0,0
  KY: Knox County (21121),2010-2013,female,0-44,hw,0,0
  KY: Knox County (21121),2010-2013,female,0-44,b,0,0
  KY: Knox County (21121),2010-2013,female,45-64,nhw,0,0
  KY: Knox County (21121),2010-2013,female,45-64,hw,0,0
  KY: Knox County (21121),2010-2013,female,45-64,b,0,0
  KY: Knox County (21121),2010-2013,female,65+,nhw,0,0
  KY: Knox County (21121),2010-2013,female,65+,hw,0,0
  KY: Knox County (21121),2010-2013,female,65+,b,0,0
  KY: Larue County (21123),2000-2004,male,0-44,nhw,0,0
  KY: Larue County (21123),2000-2004,male,0-44,hw,0,0
  KY: Larue County (21123),2000-2004,male,0-44,b,0,0
  KY: Larue County (21123),2000-2004,male,45-64,nhw,0,0
  KY: Larue County (21123),2000-2004,male,45-64,hw,0,0
  KY: Larue County (21123),2000-2004,male,45-64,b,0,0
  KY: Larue County (21123),2000-2004,male,65+,nhw,0,0
  KY: Larue County (21123),2000-2004,male,65+,hw,0,0
  KY: Larue County (21123),2000-2004,male,65+,b,0,0
  KY: Larue County (21123),2000-2004,female,0-44,nhw,0,0
  KY: Larue County (21123),2000-2004,female,0-44,hw,0,0
  KY: Larue County (21123),2000-2004,female,0-44,b,0,0
  KY: Larue County (21123),2000-2004,female,45-64,nhw,0,0
  KY: Larue County (21123),2000-2004,female,45-64,hw,0,0
  KY: Larue County (21123),2000-2004,female,45-64,b,0,0
  KY: Larue County (21123),2000-2004,female,65+,nhw,0,0
  KY: Larue County (21123),2000-2004,female,65+,hw,0,0
  KY: Larue County (21123),2000-2004,female,65+,b,0,0
  KY: Larue County (21123),2005-2009,male,0-44,nhw,0,1
  KY: Larue County (21123),2005-2009,male,0-44,hw,0,0
  KY: Larue County (21123),2005-2009,male,0-44,b,0,0
  KY: Larue County (21123),2005-2009,male,45-64,nhw,0,1
  KY: Larue County (21123),2005-2009,male,45-64,hw,0,0
  KY: Larue County (21123),2005-2009,male,45-64,b,0,0
  KY: Larue County (21123),2005-2009,male,65+,nhw,0,0
  KY: Larue County (21123),2005-2009,male,65+,hw,0,0
  KY: Larue County (21123),2005-2009,male,65+,b,0,0
  KY: Larue County (21123),2005-2009,female,0-44,nhw,0,0
  KY: Larue County (21123),2005-2009,female,0-44,hw,0,0
  KY: Larue County (21123),2005-2009,female,0-44,b,0,0
  KY: Larue County (21123),2005-2009,female,45-64,nhw,0,0
  KY: Larue County (21123),2005-2009,female,45-64,hw,0,0
  KY: Larue County (21123),2005-2009,female,45-64,b,0,0
  KY: Larue County (21123),2005-2009,female,65+,nhw,0,1
  KY: Larue County (21123),2005-2009,female,65+,hw,0,0
  KY: Larue County (21123),2005-2009,female,65+,b,0,0
  KY: Larue County (21123),2010-2013,male,0-44,nhw,0,0
  KY: Larue County (21123),2010-2013,male,0-44,hw,0,0
  KY: Larue County (21123),2010-2013,male,0-44,b,0,0
  KY: Larue County (21123),2010-2013,male,45-64,nhw,0,0
  KY: Larue County (21123),2010-2013,male,45-64,hw,0,0
  KY: Larue County (21123),2010-2013,male,45-64,b,0,0
  KY: Larue County (21123),2010-2013,male,65+,nhw,0,0
  KY: Larue County (21123),2010-2013,male,65+,hw,0,0
  KY: Larue County (21123),2010-2013,male,65+,b,0,0
  KY: Larue County (21123),2010-2013,female,0-44,nhw,0,0
  KY: Larue County (21123),2010-2013,female,0-44,hw,0,0
  KY: Larue County (21123),2010-2013,female,0-44,b,0,0
  KY: Larue County (21123),2010-2013,female,45-64,nhw,0,0
  KY: Larue County (21123),2010-2013,female,45-64,hw,0,0
  KY: Larue County (21123),2010-2013,female,45-64,b,0,0
  KY: Larue County (21123),2010-2013,female,65+,nhw,0,0
  KY: Larue County (21123),2010-2013,female,65+,hw,0,0
  KY: Larue County (21123),2010-2013,female,65+,b,0,0
  KY: Laurel County (21125),2000-2004,male,0-44,nhw,0,1
  KY: Laurel County (21125),2000-2004,male,0-44,hw,0,0
  KY: Laurel County (21125),2000-2004,male,0-44,b,0,0
  KY: Laurel County (21125),2000-2004,male,45-64,nhw,0,1
  KY: Laurel County (21125),2000-2004,male,45-64,hw,0,0
  KY: Laurel County (21125),2000-2004,male,45-64,b,0,0
  KY: Laurel County (21125),2000-2004,male,65+,nhw,0,0
  KY: Laurel County (21125),2000-2004,male,65+,hw,0,0
  KY: Laurel County (21125),2000-2004,male,65+,b,0,0
  KY: Laurel County (21125),2000-2004,female,0-44,nhw,0,0
  KY: Laurel County (21125),2000-2004,female,0-44,hw,0,0
  KY: Laurel County (21125),2000-2004,female,0-44,b,0,0
  KY: Laurel County (21125),2000-2004,female,45-64,nhw,0,1
  KY: Laurel County (21125),2000-2004,female,45-64,hw,0,0
  KY: Laurel County (21125),2000-2004,female,45-64,b,0,0
  KY: Laurel County (21125),2000-2004,female,65+,nhw,0,0
  KY: Laurel County (21125),2000-2004,female,65+,hw,0,0
  KY: Laurel County (21125),2000-2004,female,65+,b,0,0
  KY: Laurel County (21125),2005-2009,male,0-44,nhw,0,0
  KY: Laurel County (21125),2005-2009,male,0-44,hw,0,0
  KY: Laurel County (21125),2005-2009,male,0-44,b,0,0
  KY: Laurel County (21125),2005-2009,male,45-64,nhw,0,1
  KY: Laurel County (21125),2005-2009,male,45-64,hw,0,0
  KY: Laurel County (21125),2005-2009,male,45-64,b,0,0
  KY: Laurel County (21125),2005-2009,male,65+,nhw,0,1
  KY: Laurel County (21125),2005-2009,male,65+,hw,0,0
  KY: Laurel County (21125),2005-2009,male,65+,b,0,0
  KY: Laurel County (21125),2005-2009,female,0-44,nhw,0,1
  KY: Laurel County (21125),2005-2009,female,0-44,hw,0,0
  KY: Laurel County (21125),2005-2009,female,0-44,b,0,0
  KY: Laurel County (21125),2005-2009,female,45-64,nhw,0,1
  KY: Laurel County (21125),2005-2009,female,45-64,hw,0,0
  KY: Laurel County (21125),2005-2009,female,45-64,b,0,0
  KY: Laurel County (21125),2005-2009,female,65+,nhw,0,0
  KY: Laurel County (21125),2005-2009,female,65+,hw,0,0
  KY: Laurel County (21125),2005-2009,female,65+,b,0,0
  KY: Laurel County (21125),2010-2013,male,0-44,nhw,0,3
  KY: Laurel County (21125),2010-2013,male,0-44,hw,0,0
  KY: Laurel County (21125),2010-2013,male,0-44,b,0,0
  KY: Laurel County (21125),2010-2013,male,45-64,nhw,0,1
  KY: Laurel County (21125),2010-2013,male,45-64,hw,0,0
  KY: Laurel County (21125),2010-2013,male,45-64,b,0,0
  KY: Laurel County (21125),2010-2013,male,65+,nhw,0,1
  KY: Laurel County (21125),2010-2013,male,65+,hw,0,0
  KY: Laurel County (21125),2010-2013,male,65+,b,0,0
  KY: Laurel County (21125),2010-2013,female,0-44,nhw,0,0
  KY: Laurel County (21125),2010-2013,female,0-44,hw,0,0
  KY: Laurel County (21125),2010-2013,female,0-44,b,0,0
  KY: Laurel County (21125),2010-2013,female,45-64,nhw,0,0
  KY: Laurel County (21125),2010-2013,female,45-64,hw,0,0
  KY: Laurel County (21125),2010-2013,female,45-64,b,0,0
  KY: Laurel County (21125),2010-2013,female,65+,nhw,0,1
  KY: Laurel County (21125),2010-2013,female,65+,hw,0,0
  KY: Laurel County (21125),2010-2013,female,65+,b,0,0
  KY: Lawrence County (21127),2000-2004,male,0-44,nhw,0,0
  KY: Lawrence County (21127),2000-2004,male,0-44,hw,0,0
  KY: Lawrence County (21127),2000-2004,male,0-44,b,0,0
  KY: Lawrence County (21127),2000-2004,male,45-64,nhw,0,0
  KY: Lawrence County (21127),2000-2004,male,45-64,hw,0,0
  KY: Lawrence County (21127),2000-2004,male,45-64,b,0,0
  KY: Lawrence County (21127),2000-2004,male,65+,nhw,0,0
  KY: Lawrence County (21127),2000-2004,male,65+,hw,0,0
  KY: Lawrence County (21127),2000-2004,male,65+,b,0,0
  KY: Lawrence County (21127),2000-2004,female,0-44,nhw,0,0
  KY: Lawrence County (21127),2000-2004,female,0-44,hw,0,0
  KY: Lawrence County (21127),2000-2004,female,0-44,b,0,0
  KY: Lawrence County (21127),2000-2004,female,45-64,nhw,0,0
  KY: Lawrence County (21127),2000-2004,female,45-64,hw,0,0
  KY: Lawrence County (21127),2000-2004,female,45-64,b,0,0
  KY: Lawrence County (21127),2000-2004,female,65+,nhw,0,0
  KY: Lawrence County (21127),2000-2004,female,65+,hw,0,0
  KY: Lawrence County (21127),2000-2004,female,65+,b,0,0
  KY: Lawrence County (21127),2005-2009,male,0-44,nhw,0,0
  KY: Lawrence County (21127),2005-2009,male,0-44,hw,0,0
  KY: Lawrence County (21127),2005-2009,male,0-44,b,0,0
  KY: Lawrence County (21127),2005-2009,male,45-64,nhw,0,0
  KY: Lawrence County (21127),2005-2009,male,45-64,hw,0,0
  KY: Lawrence County (21127),2005-2009,male,45-64,b,0,0
  KY: Lawrence County (21127),2005-2009,male,65+,nhw,0,0
  KY: Lawrence County (21127),2005-2009,male,65+,hw,0,0
  KY: Lawrence County (21127),2005-2009,male,65+,b,0,0
  KY: Lawrence County (21127),2005-2009,female,0-44,nhw,0,1
  KY: Lawrence County (21127),2005-2009,female,0-44,hw,0,0
  KY: Lawrence County (21127),2005-2009,female,0-44,b,0,0
  KY: Lawrence County (21127),2005-2009,female,45-64,nhw,0,1
  KY: Lawrence County (21127),2005-2009,female,45-64,hw,0,0
  KY: Lawrence County (21127),2005-2009,female,45-64,b,0,0
  KY: Lawrence County (21127),2005-2009,female,65+,nhw,0,0
  KY: Lawrence County (21127),2005-2009,female,65+,hw,0,0
  KY: Lawrence County (21127),2005-2009,female,65+,b,0,0
  KY: Lawrence County (21127),2010-2013,male,0-44,nhw,0,0
  KY: Lawrence County (21127),2010-2013,male,0-44,hw,0,0
  KY: Lawrence County (21127),2010-2013,male,0-44,b,0,0
  KY: Lawrence County (21127),2010-2013,male,45-64,nhw,0,0
  KY: Lawrence County (21127),2010-2013,male,45-64,hw,0,0
  KY: Lawrence County (21127),2010-2013,male,45-64,b,0,0
  KY: Lawrence County (21127),2010-2013,male,65+,nhw,0,1
  KY: Lawrence County (21127),2010-2013,male,65+,hw,0,0
  KY: Lawrence County (21127),2010-2013,male,65+,b,0,0
  KY: Lawrence County (21127),2010-2013,female,0-44,nhw,0,0
  KY: Lawrence County (21127),2010-2013,female,0-44,hw,0,0
  KY: Lawrence County (21127),2010-2013,female,0-44,b,0,0
  KY: Lawrence County (21127),2010-2013,female,45-64,nhw,0,0
  KY: Lawrence County (21127),2010-2013,female,45-64,hw,0,0
  KY: Lawrence County (21127),2010-2013,female,45-64,b,0,0
  KY: Lawrence County (21127),2010-2013,female,65+,nhw,0,1
  KY: Lawrence County (21127),2010-2013,female,65+,hw,0,0
  KY: Lawrence County (21127),2010-2013,female,65+,b,0,0
  KY: Lee County (21129),2000-2004,male,0-44,nhw,0,0
  KY: Lee County (21129),2000-2004,male,0-44,hw,0,0
  KY: Lee County (21129),2000-2004,male,0-44,b,0,0
  KY: Lee County (21129),2000-2004,male,45-64,nhw,0,0
  KY: Lee County (21129),2000-2004,male,45-64,hw,0,0
  KY: Lee County (21129),2000-2004,male,45-64,b,0,0
  KY: Lee County (21129),2000-2004,male,65+,nhw,0,0
  KY: Lee County (21129),2000-2004,male,65+,hw,0,0
  KY: Lee County (21129),2000-2004,male,65+,b,0,0
  KY: Lee County (21129),2000-2004,female,0-44,nhw,0,0
  KY: Lee County (21129),2000-2004,female,0-44,hw,0,0
  KY: Lee County (21129),2000-2004,female,0-44,b,0,0
  KY: Lee County (21129),2000-2004,female,45-64,nhw,0,0
  KY: Lee County (21129),2000-2004,female,45-64,hw,0,0
  KY: Lee County (21129),2000-2004,female,45-64,b,0,0
  KY: Lee County (21129),2000-2004,female,65+,nhw,0,0
  KY: Lee County (21129),2000-2004,female,65+,hw,0,0
  KY: Lee County (21129),2000-2004,female,65+,b,0,0
  KY: Lee County (21129),2005-2009,male,0-44,nhw,0,0
  KY: Lee County (21129),2005-2009,male,0-44,hw,0,0
  KY: Lee County (21129),2005-2009,male,0-44,b,0,0
  KY: Lee County (21129),2005-2009,male,45-64,nhw,0,0
  KY: Lee County (21129),2005-2009,male,45-64,hw,0,0
  KY: Lee County (21129),2005-2009,male,45-64,b,0,0
  KY: Lee County (21129),2005-2009,male,65+,nhw,0,0
  KY: Lee County (21129),2005-2009,male,65+,hw,0,0
  KY: Lee County (21129),2005-2009,male,65+,b,0,0
  KY: Lee County (21129),2005-2009,female,0-44,nhw,0,0
  KY: Lee County (21129),2005-2009,female,0-44,hw,0,0
  KY: Lee County (21129),2005-2009,female,0-44,b,0,0
  KY: Lee County (21129),2005-2009,female,45-64,nhw,0,0
  KY: Lee County (21129),2005-2009,female,45-64,hw,0,0
  KY: Lee County (21129),2005-2009,female,45-64,b,0,0
  KY: Lee County (21129),2005-2009,female,65+,nhw,0,0
  KY: Lee County (21129),2005-2009,female,65+,hw,0,0
  KY: Lee County (21129),2005-2009,female,65+,b,0,0
  KY: Lee County (21129),2010-2013,male,0-44,nhw,0,0
  KY: Lee County (21129),2010-2013,male,0-44,hw,0,0
  KY: Lee County (21129),2010-2013,male,0-44,b,0,0
  KY: Lee County (21129),2010-2013,male,45-64,nhw,0,0
  KY: Lee County (21129),2010-2013,male,45-64,hw,0,0
  KY: Lee County (21129),2010-2013,male,45-64,b,0,0
  KY: Lee County (21129),2010-2013,male,65+,nhw,1,1
  KY: Lee County (21129),2010-2013,male,65+,hw,0,0
  KY: Lee County (21129),2010-2013,male,65+,b,0,0
  KY: Lee County (21129),2010-2013,female,0-44,nhw,0,0
  KY: Lee County (21129),2010-2013,female,0-44,hw,0,0
  KY: Lee County (21129),2010-2013,female,0-44,b,0,0
  KY: Lee County (21129),2010-2013,female,45-64,nhw,0,0
  KY: Lee County (21129),2010-2013,female,45-64,hw,0,0
  KY: Lee County (21129),2010-2013,female,45-64,b,0,0
  KY: Lee County (21129),2010-2013,female,65+,nhw,0,0
  KY: Lee County (21129),2010-2013,female,65+,hw,0,0
  KY: Lee County (21129),2010-2013,female,65+,b,0,0
  KY: Leslie County (21131),2000-2004,male,0-44,nhw,0,0
  KY: Leslie County (21131),2000-2004,male,0-44,hw,0,0
  KY: Leslie County (21131),2000-2004,male,0-44,b,0,0
  KY: Leslie County (21131),2000-2004,male,45-64,nhw,0,0
  KY: Leslie County (21131),2000-2004,male,45-64,hw,0,0
  KY: Leslie County (21131),2000-2004,male,45-64,b,0,0
  KY: Leslie County (21131),2000-2004,male,65+,nhw,0,0
  KY: Leslie County (21131),2000-2004,male,65+,hw,0,0
  KY: Leslie County (21131),2000-2004,male,65+,b,0,0
  KY: Leslie County (21131),2000-2004,female,0-44,nhw,0,0
  KY: Leslie County (21131),2000-2004,female,0-44,hw,0,0
  KY: Leslie County (21131),2000-2004,female,0-44,b,0,0
  KY: Leslie County (21131),2000-2004,female,45-64,nhw,0,0
  KY: Leslie County (21131),2000-2004,female,45-64,hw,0,0
  KY: Leslie County (21131),2000-2004,female,45-64,b,0,0
  KY: Leslie County (21131),2000-2004,female,65+,nhw,0,0
  KY: Leslie County (21131),2000-2004,female,65+,hw,0,0
  KY: Leslie County (21131),2000-2004,female,65+,b,0,0
  KY: Leslie County (21131),2005-2009,male,0-44,nhw,0,0
  KY: Leslie County (21131),2005-2009,male,0-44,hw,0,0
  KY: Leslie County (21131),2005-2009,male,0-44,b,0,0
  KY: Leslie County (21131),2005-2009,male,45-64,nhw,0,0
  KY: Leslie County (21131),2005-2009,male,45-64,hw,0,0
  KY: Leslie County (21131),2005-2009,male,45-64,b,0,0
  KY: Leslie County (21131),2005-2009,male,65+,nhw,0,2
  KY: Leslie County (21131),2005-2009,male,65+,hw,0,0
  KY: Leslie County (21131),2005-2009,male,65+,b,0,0
  KY: Leslie County (21131),2005-2009,female,0-44,nhw,0,0
  KY: Leslie County (21131),2005-2009,female,0-44,hw,0,0
  KY: Leslie County (21131),2005-2009,female,0-44,b,0,0
  KY: Leslie County (21131),2005-2009,female,45-64,nhw,0,0
  KY: Leslie County (21131),2005-2009,female,45-64,hw,0,0
  KY: Leslie County (21131),2005-2009,female,45-64,b,0,0
  KY: Leslie County (21131),2005-2009,female,65+,nhw,0,0
  KY: Leslie County (21131),2005-2009,female,65+,hw,0,0
  KY: Leslie County (21131),2005-2009,female,65+,b,0,0
  KY: Leslie County (21131),2010-2013,male,0-44,nhw,0,0
  KY: Leslie County (21131),2010-2013,male,0-44,hw,0,0
  KY: Leslie County (21131),2010-2013,male,0-44,b,0,0
  KY: Leslie County (21131),2010-2013,male,45-64,nhw,0,0
  KY: Leslie County (21131),2010-2013,male,45-64,hw,0,0
  KY: Leslie County (21131),2010-2013,male,45-64,b,0,0
  KY: Leslie County (21131),2010-2013,male,65+,nhw,0,0
  KY: Leslie County (21131),2010-2013,male,65+,hw,0,0
  KY: Leslie County (21131),2010-2013,male,65+,b,0,0
  KY: Leslie County (21131),2010-2013,female,0-44,nhw,0,0
  KY: Leslie County (21131),2010-2013,female,0-44,hw,0,0
  KY: Leslie County (21131),2010-2013,female,0-44,b,0,0
  KY: Leslie County (21131),2010-2013,female,45-64,nhw,0,0
  KY: Leslie County (21131),2010-2013,female,45-64,hw,0,0
  KY: Leslie County (21131),2010-2013,female,45-64,b,0,0
  KY: Leslie County (21131),2010-2013,female,65+,nhw,0,1
  KY: Leslie County (21131),2010-2013,female,65+,hw,0,0
  KY: Leslie County (21131),2010-2013,female,65+,b,0,0
  KY: Letcher County (21133),2000-2004,male,0-44,nhw,0,0
  KY: Letcher County (21133),2000-2004,male,0-44,hw,0,0
  KY: Letcher County (21133),2000-2004,male,0-44,b,0,0
  KY: Letcher County (21133),2000-2004,male,45-64,nhw,0,0
  KY: Letcher County (21133),2000-2004,male,45-64,hw,0,0
  KY: Letcher County (21133),2000-2004,male,45-64,b,0,0
  KY: Letcher County (21133),2000-2004,male,65+,nhw,0,1
  KY: Letcher County (21133),2000-2004,male,65+,hw,0,0
  KY: Letcher County (21133),2000-2004,male,65+,b,0,0
  KY: Letcher County (21133),2000-2004,female,0-44,nhw,0,0
  KY: Letcher County (21133),2000-2004,female,0-44,hw,0,0
  KY: Letcher County (21133),2000-2004,female,0-44,b,0,0
  KY: Letcher County (21133),2000-2004,female,45-64,nhw,0,0
  KY: Letcher County (21133),2000-2004,female,45-64,hw,0,0
  KY: Letcher County (21133),2000-2004,female,45-64,b,0,0
  KY: Letcher County (21133),2000-2004,female,65+,nhw,0,0
  KY: Letcher County (21133),2000-2004,female,65+,hw,0,0
  KY: Letcher County (21133),2000-2004,female,65+,b,0,0
  KY: Letcher County (21133),2005-2009,male,0-44,nhw,0,1
  KY: Letcher County (21133),2005-2009,male,0-44,hw,0,0
  KY: Letcher County (21133),2005-2009,male,0-44,b,0,0
  KY: Letcher County (21133),2005-2009,male,45-64,nhw,0,1
  KY: Letcher County (21133),2005-2009,male,45-64,hw,0,0
  KY: Letcher County (21133),2005-2009,male,45-64,b,0,0
  KY: Letcher County (21133),2005-2009,male,65+,nhw,0,0
  KY: Letcher County (21133),2005-2009,male,65+,hw,0,0
  KY: Letcher County (21133),2005-2009,male,65+,b,0,0
  KY: Letcher County (21133),2005-2009,female,0-44,nhw,0,0
  KY: Letcher County (21133),2005-2009,female,0-44,hw,0,0
  KY: Letcher County (21133),2005-2009,female,0-44,b,0,0
  KY: Letcher County (21133),2005-2009,female,45-64,nhw,0,0
  KY: Letcher County (21133),2005-2009,female,45-64,hw,0,0
  KY: Letcher County (21133),2005-2009,female,45-64,b,0,0
  KY: Letcher County (21133),2005-2009,female,65+,nhw,0,0
  KY: Letcher County (21133),2005-2009,female,65+,hw,0,0
  KY: Letcher County (21133),2005-2009,female,65+,b,0,0
  KY: Letcher County (21133),2010-2013,male,0-44,nhw,0,0
  KY: Letcher County (21133),2010-2013,male,0-44,hw,0,0
  KY: Letcher County (21133),2010-2013,male,0-44,b,0,0
  KY: Letcher County (21133),2010-2013,male,45-64,nhw,0,0
  KY: Letcher County (21133),2010-2013,male,45-64,hw,0,0
  KY: Letcher County (21133),2010-2013,male,45-64,b,0,0
  KY: Letcher County (21133),2010-2013,male,65+,nhw,0,0
  KY: Letcher County (21133),2010-2013,male,65+,hw,0,0
  KY: Letcher County (21133),2010-2013,male,65+,b,0,0
  KY: Letcher County (21133),2010-2013,female,0-44,nhw,0,0
  KY: Letcher County (21133),2010-2013,female,0-44,hw,0,0
  KY: Letcher County (21133),2010-2013,female,0-44,b,0,0
  KY: Letcher County (21133),2010-2013,female,45-64,nhw,0,1
  KY: Letcher County (21133),2010-2013,female,45-64,hw,0,0
  KY: Letcher County (21133),2010-2013,female,45-64,b,0,0
  KY: Letcher County (21133),2010-2013,female,65+,nhw,0,0
  KY: Letcher County (21133),2010-2013,female,65+,hw,0,0
  KY: Letcher County (21133),2010-2013,female,65+,b,0,0
  KY: Lewis County (21135),2000-2004,male,0-44,nhw,0,0
  KY: Lewis County (21135),2000-2004,male,0-44,hw,0,0
  KY: Lewis County (21135),2000-2004,male,0-44,b,0,0
  KY: Lewis County (21135),2000-2004,male,45-64,nhw,0,0
  KY: Lewis County (21135),2000-2004,male,45-64,hw,0,0
  KY: Lewis County (21135),2000-2004,male,45-64,b,0,0
  KY: Lewis County (21135),2000-2004,male,65+,nhw,0,0
  KY: Lewis County (21135),2000-2004,male,65+,hw,0,0
  KY: Lewis County (21135),2000-2004,male,65+,b,0,0
  KY: Lewis County (21135),2000-2004,female,0-44,nhw,0,0
  KY: Lewis County (21135),2000-2004,female,0-44,hw,0,0
  KY: Lewis County (21135),2000-2004,female,0-44,b,0,0
  KY: Lewis County (21135),2000-2004,female,45-64,nhw,0,0
  KY: Lewis County (21135),2000-2004,female,45-64,hw,0,0
  KY: Lewis County (21135),2000-2004,female,45-64,b,0,0
  KY: Lewis County (21135),2000-2004,female,65+,nhw,0,0
  KY: Lewis County (21135),2000-2004,female,65+,hw,0,0
